Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF,C_0402,2.75,2.499999,0,bottom
C10,0.1uF,C_0402,17.977884,-30.509073,225,bottom
C100,4.7nF,C_0402,269.2,0.75,90,bottom
C101,0.1uF,C_0402,140.375,-18.3,90,bottom
C102,0.1uF,C_0402,159.425,-18.3,90,bottom
C103,0.1uF,C_0603,80.899999,-5.08,270,bottom
C104,0.1uF,C_0603,4.699999,-5.08,270,bottom
C105,0.1uF,C_0402,178.475,-18.3,90,bottom
C106,4.7nF,C_0402,288.25,0.75,90,bottom
C107,4.7nF,C_0402,243.00625,-56.4,90,bottom
C108,4.7nF,C_0402,269.2,-56.4,90,bottom
C109,4.7nF,C_0402,288.25,-56.4,90,bottom
C11,1uF,C_0402,23.054024,-37.565113,315,bottom
C110,0.1uF,C_0603,99.949999,-5.08,270,bottom
C111,0.1uF,C_0402,197.525,-18.3,90,bottom
C112,0.1uF,C_0402,216.575,-18.3,90,bottom
C113,0.1uF,C_0402,252.29375,-37.35,90,bottom
C114,0.1uF,C_0402,235.625,-18.3,90,bottom
C115,0.1uF,C_0402,259.4375,-18.3,90,bottom
C116,0.1uF,C_0402,283.25,-18.3,90,bottom
C117,0.1uF,C_0402,2.2625,-18.3,90,bottom
C118,0.1uF,C_0402,283.25,-37.35,90,bottom
C119,0.1uF,C_0402,221.3375,-37.35,90,bottom
C120,0.1uF,C_0402,202.2875,-37.35,90,bottom
C121,0.1uF,C_0402,183.2375,-37.35,90,bottom
C122,0.1uF,C_0402,49.8875,-37.35,90,bottom
C123,0.1uF,C_0402,164.1875,-37.35,90,bottom
C124,0.1uF,C_0402,145.1375,-37.35,90,bottom
C125,0.1uF,C_0402,126.0875,-37.35,90,bottom
C126,0.1uF,C_0402,107.0375,-37.35,90,bottom
C127,0.1uF,C_0402,30.8375,-37.35,90,bottom
C128,0.1uF,C_0402,68.9375,-37.35,90,bottom
C129,0.1uF,C_0402,87.9875,-37.35,90,bottom
C13,0.1uF,C_0402,22.361946,-36.873034,315,bottom
C130,0.1uF,C_0402,4.64375,-37.35,90,bottom
C131,0.1uF,C_0402,9.40625,-56.4,90,bottom
C132,0.1uF,C_0402,-0.11875,-56.4,90,bottom
C133,0.1uF,C_0402,40.3625,-56.4,90,bottom
C134,0.1uF,C_0402,238.00625,-56.4,90,bottom
C135,0.1uF,C_0402,264.2,-56.4,90,bottom
C136,0.1uF,C_0402,211.8125,-56.4,90,bottom
C137,0.1uF,C_0402,192.7625,-56.4,90,bottom
C138,0.1uF,C_0402,173.7125,-56.4,90,bottom
C139,0.1uF,C_0402,154.6625,-56.4,90,bottom
C14,10uF,C_0402,1.7625,-13.496875,180,bottom
C140,0.1uF,C_0402,135.6125,-56.4,90,bottom
C141,0.1uF,C_0402,59.4125,-56.4,90,bottom
C142,0.1uF,C_0402,78.4625,-56.4,90,bottom
C143,0.1uF,C_0402,97.5125,-56.4,90,bottom
C144,0.1uF,C_0402,116.5625,-56.4,90,bottom
C145,0.1uF,C_0402,283.25,-56.4,90,bottom
C146,0.1uF,C_0402,21.3125,-56.4,90,bottom
C147,0.1uF,C_0402,-0.61875,-74.45,180,bottom
C148,0.1uF,C_0402,23.19375,-74.45,180,bottom
C149,0.1uF,C_0402,47.00625,-74.45,180,bottom
C15,4.7nF,C_0402,259.675,0.75,90,bottom
C150,0.1uF,C_0603,118.999999,-5.08,270,bottom
C151,0.1uF,C_0402,233.4,-32.635938,0,bottom
C152,0.1uF,C_0402,200.0625,-32.635938,0,bottom
C153,0.1uF,C_0402,118.94375,-75.45,90,bottom
C154,0.1uF,C_0402,161.9625,-32.635938,0,bottom
C155,0.1uF,C_0402,85.7625,-32.635938,0,bottom
C157,0.1uF,C_0402,190.38125,-75.45,90,bottom
C158,0.1uF,C_0402,211.3125,-74.45,180,bottom
C159,0.1uF,C_0402,245.15,-75.45,90,bottom
C16,4.7nF,C_0402,2.5,0.75,90,bottom
C160,0.1uF,C_0402,264.2,-75.45,90,bottom
C161,0.1uF,C_0402,283.25,-75.45,90,bottom
C162,0.1uF,C_0603,138.049999,-5.08,270,bottom
C163,0.1uF,C_0402,130.85,-75.45,90,bottom
C165,0.1uF,C_0402_1005Metric,7.3625,-14.096875,90,bottom
C166,0.1uF,C_0603,157.099999,-5.08,270,bottom
C167,0.1uF,C_0603,176.149999,-5.08,270,bottom
C168,4.7nF,C_0402,14.40625,-56.4,90,bottom
C169,4.7nF,C_0402,12.0125,-77.05,0,bottom
C17,4.7nF,C_0402,7.2625,-18.3,90,bottom
C170,4.7nF,C_0402,35.825,-77.05,0,bottom
C171,4.7nF,C_0402,59.6375,-77.05,0,bottom
C172,4.7nF,C_0402,250.15,-75.45,90,bottom
C173,4.7nF,C_0402,269.2,-75.45,90,bottom
C174,4.7nF,C_0402,288.25,-75.45,90,bottom
C175,4.7nF,C_0402,195.38125,-75.45,90,bottom
C176,4.7nF,C_0402,223.94375,-77.05,0,bottom
C177,4.7nF,C_0402,135.85,-75.45,90,bottom
C178,4.7nF,C_0402,123.94375,-75.45,90,bottom
C179,0.1uF,C_0603,195.199999,-5.08,270,bottom
C18,4.7nF,C_0402,9.64375,-37.35,90,bottom
C180,0.1uF,C_0603,214.249999,-5.08,270,bottom
C181,0.1uF,C_0603,233.299999,-5.08,270,bottom
C182,0.1uF,C_0603,252.349999,-5.08,270,bottom
C183,0.1uF,C_0603,261.874999,-5.08,270,bottom
C184,4.7nF,C_0402,288.25,-18.3,90,bottom
C185,4.7nF,C_0402,288.25,-37.35,90,bottom
C186,0.1uF,C_0603,271.399999,-5.08,270,bottom
C187,0.1uF,C_0603,290.449999,-5.08,270,bottom
C188,0.1uF,C_0603,0.062501,-24.129999,90,bottom
C189,0.1uF,C_0603,23.875001,-24.129999,90,bottom
C19,4.7nF,C_0402,4.88125,-56.4,90,bottom
C190,0.1uF,C_0603,42.925001,-24.129999,90,bottom
C191,0.1uF,C_0603,61.975001,-24.129999,90,bottom
C192,0.1uF,C_0603,81.025001,-24.129999,90,bottom
C193,0.1uF,C_0603,100.075001,-24.129999,90,bottom
C194,0.1uF,C_0603,119.125001,-24.129999,90,bottom
C195,0.1uF,C_0603,138.175001,-24.129999,90,bottom
C196,0.1uF,C_0603,157.225001,-24.129999,90,bottom
C197,0.1uF,C_0603,176.275001,-24.129999,90,bottom
C198,0.1uF,C_0603,195.325001,-24.129999,90,bottom
C199,0.1uF,C_0603,214.375001,-24.129999,90,bottom
C2,0.1uF,C_0402,9.5625,-32.635938,0,bottom
C20,10uF,C_0402,1.7625,-12.496875,180,bottom
C200,0.1uF,C_0603,233.425001,-24.129999,90,bottom
C201,0.1uF,C_0603,257.237501,-24.129999,90,bottom
C202,0.1uF,C_0603,281.050001,-24.129999,90,bottom
C203,0.1uF,C_0603,11.843749,-43.18,270,bottom
C204,0.1uF,C_0603,-2.318749,-62.229999,90,bottom
C205,0.1uF,C_0603,38.037499,-43.18,270,bottom
C206,0.1uF,C_0603,7.206251,-62.229999,90,bottom
C207,0.1uF,C_0603,57.087499,-43.18,270,bottom
C208,0.1uF,C_0603,19.112501,-62.229999,90,bottom
C209,0.1uF,C_0603,76.137499,-43.18,270,bottom
C21,10uF,C_0402,51.95,-8.284344,270,bottom
C210,0.1uF,C_0603,38.162501,-62.229999,90,bottom
C211,0.1uF,C_0603,95.187499,-43.18,270,bottom
C212,0.1uF,C_0603,57.212501,-62.229999,90,bottom
C213,0.1uF,C_0603,114.237499,-43.18,270,bottom
C214,0.1uF,C_0603,76.262501,-62.229999,90,bottom
C215,0.1uF,C_0603,133.287499,-43.18,270,bottom
C216,0.1uF,C_0603,95.312501,-62.229999,90,bottom
C217,0.1uF,C_0603,152.337499,-43.18,270,bottom
C218,0.1uF,C_0603,114.362501,-62.229999,90,bottom
C219,0.1uF,C_0603,171.387499,-43.18,270,bottom
C22,4.7nF,C_0402,21.55,0.75,90,bottom
C220,0.1uF,C_0603,133.412501,-62.229999,90,bottom
C221,0.1uF,C_0603,190.437499,-43.18,270,bottom
C222,0.1uF,C_0603,152.462501,-62.229999,90,bottom
C223,0.1uF,C_0603,209.487499,-43.18,270,bottom
C224,0.1uF,C_0603,171.512501,-62.229999,90,bottom
C225,0.1uF,C_0603,228.537499,-43.18,270,bottom
C226,0.1uF,C_0603,190.562501,-62.229999,90,bottom
C227,0.1uF,C_0603,259.493749,-43.18,270,bottom
C228,0.1uF,C_0603,209.612501,-62.229999,90,bottom
C229,0.1uF,C_0603,290.449999,-43.18,270,bottom
C23,4.7nF,C_0402,31.075,-18.3,90,bottom
C230,0.1uF,C_0603,235.806251,-62.229999,90,bottom
C231,0.1uF,C_0603,281.050001,-62.229999,90,bottom
C232,0.1uF,C_0603,262.000001,-62.229999,90,bottom
C233,0.1uF,C_0603,8.271874,-81.28,270,bottom
C234,0.1uF,C_0603,32.084374,-81.28,270,bottom
C235,0.1uF,C_0603,55.896874,-81.28,270,bottom
C236,0.1uF,C_0603,126.143749,-81.28,270,bottom
C237,0.1uF,C_0603,138.049999,-81.28,270,bottom
C238,0.1uF,C_0603,197.581249,-80.28,270,bottom
C239,0.1uF,C_0603,220.203124,-81.28,270,bottom
C24,4.7nF,C_0402,35.8375,-37.35,90,bottom
C240,0.1uF,C_0603,252.349999,-81.28,270,bottom
C241,0.1uF,C_0603,271.399999,-81.28,270,bottom
C242,0.1uF,C_0603,290.449999,-81.28,270,bottom
C25,10uF,C_0402,51.95,-11.484344,90,bottom
C26,10uF,C_0402,35.7,-9.884344,90,bottom
C27,0.1uF,C_0402,16.55,0.75,90,bottom
C28,4.7nF,C_0402,40.6,0.75,90,bottom
C29,4.7nF,C_0402,50.125,-18.3,90,bottom
C3,0.1uF,C_0402,284.35875,-51.785938,0,bottom
C30,4.7nF,C_0402,54.8875,-37.35,90,bottom
C31,4.7nF,C_0402,26.3125,-56.4,90,bottom
C32,10uF,C_0402,35.7,-12.284344,270,bottom
C33,0.1uF,C_0402,35.6,0.75,90,bottom
C34,4.7nF,C_0402,59.65,0.75,90,bottom
C35,4.7nF,C_0402,69.175,-18.3,90,bottom
C36,4.7nF,C_0402,73.9375,-37.35,90,bottom
C37,4.7nF,C_0402,45.3625,-56.4,90,bottom
C38,0.1uF,C_0402,54.65,0.75,90,bottom
C39,0.1uF,C_0402,73.7,0.75,90,bottom
C4,0.1uF,C_0402,233.4,-51.785938,0,bottom
C40,4.7nF,C_0402,78.7,0.75,90,bottom
C41,4.7nF,C_0402,88.225,-18.3,90,bottom
C42,4.7nF,C_0402,92.9875,-37.35,90,bottom
C43,4.7nF,C_0402,64.4125,-56.4,90,bottom
C44,0.1uF,C_0402,92.75,0.75,90,bottom
C45,0.1uF,C_0402,111.8,0.75,90,bottom
C46,4.7nF,C_0402,97.75,0.75,90,bottom
C47,4.7nF,C_0402,107.275,-18.3,90,bottom
C48,4.7nF,C_0402,112.0375,-37.35,90,bottom
C49,4.7nF,C_0402,83.4625,-56.4,90,bottom
C5,0.1uF,C_0402,123.8625,-32.635938,0,bottom
C50,0.1uF,C_0603,23.749999,-5.08,270,bottom
C51,0.1uF,C_0402,-2.5,0.75,90,bottom
C52,4.7nF,C_0402,116.8,0.75,90,bottom
C53,4.7nF,C_0402,126.325,-18.3,90,bottom
C54,4.7nF,C_0402,131.0875,-37.35,90,bottom
C55,4.7nF,C_0402,102.5125,-56.4,90,bottom
C56,0.1uF,C_0402,254.675,0.75,90,bottom
C57,0.1uF,C_0402,130.85,0.75,90,bottom
C58,4.7nF,C_0402,135.85,0.75,90,bottom
C59,4.7nF,C_0402,145.375,-18.3,90,bottom
C6,0.1uF,C_0402,47.6625,-32.635938,0,bottom
C60,4.7nF,C_0402,150.1375,-37.35,90,bottom
C61,4.7nF,C_0402,121.5625,-56.4,90,bottom
C62,0.1uF,C_0603,42.799999,-5.08,270,bottom
C63,0.1uF,C_0402,149.9,0.75,90,bottom
C64,4.7nF,C_0402,154.9,0.75,90,bottom
C65,4.7nF,C_0402,164.425,-18.3,90,bottom
C66,4.7nF,C_0402,169.1875,-37.35,90,bottom
C67,4.7nF,C_0402,140.6125,-56.4,90,bottom
C68,0.1uF,C_0402,168.95,0.75,90,bottom
C69,0.1uF,C_0402,188,0.75,90,bottom
C7,10uF,C_0402,7.3625,-10.096875,270,bottom
C70,4.7nF,C_0402,173.95,0.75,90,bottom
C71,4.7nF,C_0402,183.475,-18.3,90,bottom
C72,4.7nF,C_0402,188.2375,-37.35,90,bottom
C73,4.7nF,C_0402,159.6625,-56.4,90,bottom
C74,0.1uF,C_0402,207.05,0.75,90,bottom
C75,0.1uF,C_0402,245.15,0.75,90,bottom
C76,0.1uF,C_0402,193,0.75,90,bottom
C77,0.1uF,C_0402,202.525,-18.3,90,bottom
C78,0.1uF,C_0402,207.2875,-37.35,90,bottom
C79,4.7nF,C_0402,178.7125,-56.4,90,bottom
C8,4.7uF,C_0402,16.6,-29.1,225,bottom
C80,0.1uF,C_0402,226.1,0.75,90,bottom
C81,0.1uF,C_0402,264.2,0.75,90,bottom
C82,0.1uF,C_0402,212.05,0.75,90,bottom
C83,0.1uF,C_0402,221.575,-18.3,90,bottom
C84,0.1uF,C_0402,226.3375,-37.35,90,bottom
C85,0.1uF,C_0402,197.7625,-56.4,90,bottom
C86,0.1uF,C_0402,283.25,0.75,90,bottom
C87,0.1uF,C_0402,45.125,-18.3,90,bottom
C88,4.7nF,C_0402,231.1,0.75,90,bottom
C89,4.7nF,C_0402,240.625,-18.3,90,bottom
C9,0.1uF,C_0402,24.059002,-32.064708,315,bottom
C90,4.7nF,C_0402,257.29375,-37.35,90,bottom
C91,0.1uF,C_0402,64.175,-18.3,90,bottom
C92,0.1uF,C_0402,83.225,-18.3,90,bottom
C93,0.1uF,C_0402,26.075,-18.3,90,bottom
C94,4.7nF,C_0402,250.15,0.75,90,bottom
C95,4.7nF,C_0402,264.4375,-18.3,90,bottom
C96,0.1uF,C_0402,102.275,-18.3,90,bottom
C97,0.1uF,C_0402,216.8125,-56.4,90,bottom
